,Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
13047,13047,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,200,2,1969,Female,26.0,2022-03-14
13048,13048,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1864,1,1991,Male,27.0,2018-11-09
13049,13049,12 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,3060,2,1969,Male,26.0,2020-01-24
13050,13050,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,3223,3,1991,Other,26.0,2019-01-17
13051,13051,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,2548,3,1981,Female,26.0,2019-03-21
13052,13052,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,3743,1,1975,Male,26.0,2017-08-17
13053,13053,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,2790,3,1988,Male,26.0,2018-11-28
13054,13054,11 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),4984,3,1988,Male,26.0,2017-03-06
13055,13055,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,4614,3,1988,Male,27.0,2017-04-24
13056,13056,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5325,2,1975,Female,26.0,2018-03-18
13057,13057,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5344,1,1985,Female,29.0,2018-07-29
13058,13058,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,4816,2,1969,Female,26.0,2022-03-14
13059,13059,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,4945,2,1981,Female,27.0,2019-08-27
13060,13060,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5408,1,1985,Male,27.0,2019-07-15
13061,13061,31 minutes,30,San Francisco Caltrain (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5280,3,1988,Male,26.0,2017-05-06
13062,13062,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5112,2,1978,Female,26.0,2020-01-13
13063,13063,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,5401,2,1988,Female,26.0,2018-07-24
13064,13064,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),104,4th St at 16th St,1506,2,1983,Male,27.0,2022-03-14
13065,13065,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4979,2,1986,Male,26.0,2022-03-14
13066,13066,12 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1497,3,1975,Male,27.0,2022-03-14
13067,13067,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),102,Irwin St at 8th St,577,1,1980,Male,27.0,2022-03-14
13068,13068,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),3248,2,1971,Male,29.0,2017-10-01
13069,13069,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),2473,2,1986,Male,26.0,2017-07-09
13070,13070,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5232,2,1956,Male,27.0,2018-11-16
13071,13071,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,319,1,1985,Male,26.0,2019-02-28
13072,13072,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,5410,1,1983,Male,29.0,2018-10-22
13073,13073,2 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,4957,1,1984,Male,27.0,2018-11-13
13074,13074,12 minutes,22,Howard St at Beale St,79,7th St at Brannan St,3455,2,1980,Male,26.0,2022-03-14
13075,13075,4 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,5566,3,1979,Female,26.0,2022-03-14
13076,13076,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,2720,3,1991,Male,29.0,2019-11-12
13077,13077,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),293,2,1991,Female,27.0,2017-03-09
13078,13078,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1116,2,1970,Female,29.0,2022-03-14
13079,13079,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,3506,2,1965,Male,26.0,2019-07-15
13080,13080,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),13,Commercial St at Montgomery St,4711,3,1987,Male,26.0,2017-01-26
13081,13081,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2230,2,1985,Male,27.0,2018-02-06
13082,13082,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1453,2,1967,Male,26.0,2017-10-07
13083,13083,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),183,1,1973,Male,26.0,2022-03-14
13084,13084,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3710,2,1984,Male,26.0,2022-03-14
13085,13085,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,5134,1,1993,Female,29.0,2022-03-14
13086,13086,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),49,S Park St at 3rd St,5166,1,1986,Male,29.0,2017-12-24
13087,13087,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4987,1,1984,Male,26.0,2017-06-09
13088,13088,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,1668,1,1990,Male,29.0,2020-01-01
13089,13089,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,3146,3,1982,Male,29.0,2018-04-30
13090,13090,9 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5485,2,1991,Female,26.0,2017-05-29
13091,13091,5 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4812,2,1979,Male,27.0,2018-07-03
13092,13092,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4780,1,1992,Male,29.0,2017-05-14
13093,13093,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,4601,2,1990,Male,27.0,2019-06-25
13094,13094,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,5565,2,1980,Male,26.0,2022-03-14
13095,13095,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4748,1,1984,Male,27.0,2019-03-24
13096,13096,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,4654,2,1962,Male,27.0,2022-03-14
13097,13097,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4617,3,1983,Male,26.0,2019-02-11
13098,13098,7 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,2030,2,1985,Male,27.0,2018-05-02
13099,13099,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1401,2,1987,Male,27.0,2017-04-06
13100,13100,7 minutes,16,Steuart St at Market St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4930,2,1969,Male,26.0,2018-08-10
13101,13101,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),319,2,1985,Male,26.0,2022-03-14
13102,13102,25 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,1964,1,1961,Female,29.0,2022-03-14
13103,13103,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4714,1,1992,Male,26.0,2019-05-13
13104,13104,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4984,1,1958,Male,26.0,2019-11-19
13105,13105,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),383,Golden Gate Ave at Franklin St,294,1,1980,Male,27.0,2017-06-06
13106,13106,11 minutes,3,Powell St BART Station (Market St at 4th St),79,7th St at Brannan St,2125,2,1957,Male,29.0,2022-03-14
13107,13107,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4571,1,1993,Female,27.0,2018-07-26
13108,13108,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5436,2,1986,Female,26.0,2018-04-14
13109,13109,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,1594,2,1963,Male,27.0,2018-07-06
13110,13110,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,124,1,1959,Male,27.0,2018-03-22
13111,13111,17 minutes,22,Howard St at Beale St,383,Golden Gate Ave at Franklin St,2035,3,1977,Female,27.0,2022-03-14
13112,13112,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5529,2,1971,Male,26.0,2019-11-16
13113,13113,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4384,2,1987,Male,27.0,2017-03-07
13114,13114,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5219,2,1979,Male,26.0,2018-03-30
13115,13115,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,5037,2,1994,Female,26.0,2018-08-18
13116,13116,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4794,1,1982,Male,29.0,2019-03-20
13117,13117,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),101,15th St at Potrero Ave,4602,3,1984,Male,27.0,2022-03-14
13118,13118,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,4369,2,1989,Male,26.0,2019-02-13
13119,13119,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,2165,2,1955,Female,26.0,2019-11-19
13120,13120,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5166,2,1977,Male,29.0,2019-02-06
13121,13121,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4601,3,1988,Female,27.0,2019-11-17
13122,13122,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5029,3,1985,Male,26.0,2019-04-06
13123,13123,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5495,2,1966,Male,26.0,2018-03-19
13124,13124,18 minutes,16,Steuart St at Market St,350,8th St at Brannan St,2609,3,1981,Male,29.0,2017-01-26
13125,13125,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4968,3,1989,Female,27.0,2018-07-12
13126,13126,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,437,1,1986,Male,26.0,2019-06-29
13127,13127,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,4675,2,1966,Male,26.0,2019-09-17
13128,13128,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5436,1,1967,Male,26.0,2017-01-20
13129,13129,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5238,2,1996,Female,27.0,2018-04-05
13130,13130,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,5485,2,1967,Male,26.0,2022-03-14
13131,13131,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,319,1,1996,Female,26.0,2019-07-21
13132,13132,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4375,3,1989,Male,27.0,2019-02-06
13133,13133,10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4832,1,1981,Male,29.0,2022-03-14
13134,13134,8 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5305,2,1980,Male,26.0,2022-03-14
13135,13135,19 minutes,5,Powell St BART Station (Market St at 5th St),102,Irwin St at 8th St,1450,3,1988,Male,26.0,2022-03-14
13136,13136,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5055,1,1990,Female,26.0,2019-10-06
13137,13137,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5541,2,1988,Female,26.0,2017-05-17
13138,13138,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,5082,2,1983,Female,26.0,2019-11-05
13139,13139,13 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,2375,2,1990,Male,27.0,2017-08-11
13140,13140,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),2779,2,1985,Female,29.0,2019-07-02
13141,13141,4 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5566,2,1974,Male,26.0,2022-03-14
13142,13142,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4894,2,1983,Male,26.0,2018-12-13
13143,13143,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1109,2,1994,Male,27.0,2022-03-14
13144,13144,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,1148,3,1975,Male,27.0,2017-02-13
13145,13145,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,1515,1,1975,Male,27.0,2022-03-14
13146,13146,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5323,2,1993,Male,29.0,2018-03-09
13147,13147,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,1301,3,1979,Female,26.0,2022-03-14
13148,13148,5 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,2188,1,1956,Male,26.0,2022-03-14
13149,13149,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,4571,3,1993,Male,27.0,2018-09-30
13150,13150,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),23,The Embarcadero at Steuart St,1176,3,1953,Male,26.0,2022-03-14
13151,13151,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,139,3,1985,Male,27.0,2018-12-21
13152,13152,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4993,1,1986,Other,29.0,2019-10-17
13153,13153,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,4653,2,1980,Female,26.0,2017-02-04
13154,13154,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,1584,2,1994,Male,27.0,2019-12-27
13155,13155,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,3679,1,1985,Male,29.0,2017-02-08
13156,13156,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,733,3,1964,Female,29.0,2019-04-23
13157,13157,4 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,2231,2,1981,Female,27.0,2022-03-14
13158,13158,12 minutes,22,Howard St at Beale St,104,4th St at 16th St,4946,1,1979,Male,29.0,2019-05-16
13159,13159,16 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,1057,3,1988,Male,27.0,2019-08-31
13160,13160,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,5307,2,1985,Male,27.0,2018-06-21
13161,13161,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,3057,2,1983,Male,26.0,2018-05-08
13162,13162,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,563,2,1981,Female,26.0,2018-03-08
13163,13163,6 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,4799,3,1974,Female,29.0,2017-11-06
13164,13164,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5541,2,1985,Male,26.0,2022-03-14
13165,13165,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),324,Union Square (Powell St at Post St),5037,2,1995,Female,26.0,2019-08-19
13166,13166,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5134,2,1996,Female,29.0,2019-11-06
13167,13167,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5353,2,1966,Male,27.0,2018-07-02
13168,13168,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5532,2,1984,Female,26.0,2022-03-14
13169,13169,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,2796,3,1956,Male,26.0,2022-03-14
13170,13170,8 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,5494,1,1974,Male,26.0,2018-09-15
13171,13171,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),356,Valencia St at Clinton Park,3562,1,1981,Male,26.0,2022-03-14
13172,13172,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),1104,3,1976,Male,27.0,2018-10-06
13173,13173,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1168,3,1963,Female,26.0,2018-01-05
13174,13174,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3090,2,1964,Male,26.0,2017-09-04
13175,13175,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4384,2,1974,Male,27.0,2018-11-26
13176,13176,9 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,2976,3,1995,Male,26.0,2022-03-14
13177,13177,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5314,1,1981,Male,26.0,2019-07-12
13178,13178,13 minutes,22,Howard St at Beale St,104,4th St at 16th St,5008,1,1982,Female,26.0,2018-05-16
13179,13179,10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,2651,2,1954,Male,27.0,2019-02-14
13180,13180,5 minutes,22,Howard St at Beale St,349,Howard St at Mary St,1399,2,1987,Male,29.0,2018-07-27
13181,13181,9 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5555,2,1984,Male,29.0,2017-06-26
13182,13182,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,4315,1,1987,Male,27.0,2022-03-14
13183,13183,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,1574,2,1978,Male,29.0,2018-09-15
13184,13184,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3743,2,1977,Male,26.0,2022-03-14
13185,13185,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2656,2,1965,Male,26.0,2018-08-01
13186,13186,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5494,2,1995,Male,26.0,2018-11-08
13187,13187,3 minutes,81,Berry St at 4th St,104,4th St at 16th St,5220,3,1990,Female,26.0,2018-09-18
13188,13188,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,1113,1,1984,Male,29.0,2022-03-14
13189,13189,8 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5556,3,1982,Male,26.0,2019-06-25
13190,13190,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),2270,2,1947,Male,26.0,2022-03-14
13191,13191,2 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,37,1,1964,Female,27.0,2018-03-12
13192,13192,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,3263,2,1976,Male,26.0,2018-01-04
13193,13193,7 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,443,2,1975,Male,26.0,2020-01-06
13194,13194,8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,2152,1,1974,Male,27.0,2022-03-14
13195,13195,4 minutes,16,Steuart St at Market St,37,2nd St at Folsom St,5134,1,1968,Male,29.0,2020-02-18
13196,13196,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4384,2,1988,Male,27.0,2018-10-01
13197,13197,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,5302,3,1994,Male,26.0,2018-02-10
13198,13198,13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,370,2,1971,Male,29.0,2019-09-23
13199,13199,9 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,4561,2,1968,Female,26.0,2020-01-01
13200,13200,11 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,2481,1,1975,Male,29.0,2022-03-14
13201,13201,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4799,2,1992,Male,29.0,2018-10-13
13202,13202,9 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,3455,2,1983,Male,26.0,2018-12-22
13203,13203,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),60,8th St at Ringold St,5084,2,1974,Male,26.0,2019-05-14
13204,13204,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5219,1,1973,Male,26.0,2017-04-17
13205,13205,7 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5220,2,1981,Male,26.0,2019-12-20
13206,13206,41 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5555,1,1978,Male,29.0,2017-02-21
13207,13207,6 minutes,5,Powell St BART Station (Market St at 5th St),34,Father Alfred E Boeddeker Park,5536,1,1976,Male,27.0,2019-03-09
13208,13208,3 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,4320,1,1993,Male,27.0,2018-08-06
13209,13209,1 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),3223,2,1993,Male,26.0,2022-03-14
13210,13210,8 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,2614,2,1990,Male,27.0,2020-02-03
13211,13211,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),79,7th St at Brannan St,4878,3,1993,Male,26.0,2019-12-02
13212,13212,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,5388,2,1987,Female,26.0,2017-04-12
13213,13213,9 minutes,22,Howard St at Beale St,61,Howard St at 8th St,2571,3,1977,Male,26.0,2018-02-17
13214,13214,40 minutes,16,Steuart St at Market St,119,18th St at Noe St,3592,2,1975,Male,27.0,2018-08-19
13215,13215,6 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,5561,2,1990,Male,27.0,2019-03-09
13216,13216,13 minutes,16,Steuart St at Market St,53,Grove St at Divisadero,5242,2,1984,Female,29.0,2019-03-31
13217,13217,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5561,1,1994,Male,27.0,2017-10-30
13218,13218,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5037,2,1994,Male,26.0,2022-03-14
13219,13219,15 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,4561,1,1969,Male,26.0,2019-07-16
13220,13220,17 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,5039,2,1995,Male,26.0,2020-01-28
13221,13221,2 minutes,16,Steuart St at Market St,17,Embarcadero BART Station (Beale St at Market St),5550,3,1990,Female,27.0,2018-08-21
13222,13222,1 minutes,5,Powell St BART Station (Market St at 5th St),34,Father Alfred E Boeddeker Park,2147,2,1973,Male,29.0,2017-01-31
13223,13223,7 minutes,81,Berry St at 4th St,81,Berry St at 4th St,3090,3,1989,Female,26.0,2018-05-17
13224,13224,16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,1168,2,1987,Male,26.0,2018-04-04
13225,13225,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),75,Market St at Franklin St,4968,3,1991,Male,27.0,2019-04-15
13226,13226,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4656,2,1987,Male,26.0,2022-03-14
13227,13227,6 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1919,2,1988,Female,27.0,2022-03-14
13228,13228,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5315,1,1984,Male,26.0,2020-02-18
13229,13229,20 minutes,22,Howard St at Beale St,133,Valencia St at 22nd St,5476,2,1983,Male,26.0,2018-05-18
13230,13230,20 minutes,22,Howard St at Beale St,133,Valencia St at 22nd St,5150,1,1991,Female,29.0,2019-09-29
13231,13231,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),123,Folsom St at 19th St,281,3,1982,Female,27.0,2017-03-06
13232,13232,12 minutes,5,Powell St BART Station (Market St at 5th St),129,Harrison St at 20th St,1698,3,1979,Male,26.0,2022-03-14
13233,13233,6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,486,3,1989,Male,27.0,2020-02-14
13234,13234,12 minutes,5,Powell St BART Station (Market St at 5th St),43,San Francisco Public Library (Grove St at Hyde St),4959,2,1980,Male,29.0,2018-05-15
13235,13235,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,3531,3,1987,Female,29.0,2022-03-14
13236,13236,45 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),49,S Park St at 3rd St,5388,1,1991,Male,26.0,2020-01-03
13237,13237,9 minutes,22,Howard St at Beale St,370,Jones St at Post St,4760,2,1992,Male,27.0,2018-04-01
13238,13238,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5496,3,1994,Male,27.0,2022-03-14
13239,13239,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4361,1,1964,Male,26.0,2022-03-14
13240,13240,2 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,5068,1,1978,Female,26.0,2019-11-01
13241,13241,7 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2360,1,1987,Male,26.0,2018-10-05
13242,13242,8 minutes,3,Powell St BART Station (Market St at 4th St),79,7th St at Brannan St,1973,2,1989,Male,26.0,2018-04-12
13243,13243,7 minutes,22,Howard St at Beale St,321,5th St at Folsom,5541,2,1984,Female,26.0,2020-02-08
13244,13244,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),99,Folsom St at 15th St,1848,3,1975,Male,27.0,2018-09-30
